district,climate_zone,experience_level,budget_level,farming_setup,soil_type,season,crop_type_preference,water_access,recommendation_1,recommendation_1_score,recommendation_2,recommendation_2_score,recommendation_3,recommendation_3_score,success_probability,estimated_roi,profitability_score,space_required_sqm,growth_duration_days,difficulty_level,market_demand,market_price_per_kg,water_requirement,market_conditions,alternative_crops
Kalutara,coastal,Intermediate,Low,Container,Laterite,Maha,Cash_Crops,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.751,105.7,72,1.6,60,2,10,335,Medium,1.04,"Cherry Tomato, Eggplant, Bell Pepper"
Batticaloa,coastal,Intermediate,Low,Container,Sandy,Maha,Herbs,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.802,66.3,72,2.8,78,2,10,585,Medium,1.13,"Cherry Tomato, Eggplant, Bell Pepper"
Kalmunai,wet_zone,Intermediate,Low,Rooftop,Red_Earth,Maha,Leafy_Greens,Yes,Mint,69.3,Chili,68,Aloe Vera,66.2,0.615,129.3,50,0.5,36,1,9,148,High,0.83,"Spinach, Capsicum, Curry Leaves"
Jaffna,northern,Beginner,Medium,Small_Plot,Alluvial,Maha,Ayurvedic_Plants,No,Moringa,70.7,Turmeric,64.6,Lime,56.1,0.675,232,68,6.9,82,2,7,531,Low,0.88,"Lemon, Baby Corn, Wood Apple"
Monaragala,dry_zone,Advanced,Low,Backyard,Alluvial,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,88.2,Ashwagandha,88.2,0.78,49.7,72,2.3,73,2,10,320,Medium,0.96,"Pomegranate, Moringa, Eggplant"
Trincomalee,coastal,Intermediate,High,Small_Plot,Sandy,Yala,Cash_Crops,Yes,Passion Fruit,100,Turmeric,86.9,Moringa,85.7,0.95,151.9,78,6.8,65,3,10,443,Medium,0.81,"Avocado, Lime, Lemon"
Trincomalee,coastal,Beginner,Low,Container,Sandy,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.649,122.4,72,2.2,63,2,8,239,Medium,0.86,"Cherry Tomato, Eggplant, Bell Pepper"
Ella,hill_country,Beginner,Medium,Backyard,Red_Earth,Yala,Leafy_Greens,No,Turmeric,94.8,Curry Leaves,83.2,Aloe Vera,80,0.95,46.2,76,4.4,283,2,8,236,Medium,0.86,"Lemon, Baby Corn, Moringa"
Badulla,hill_country,Intermediate,Medium,Backyard,Red_Earth,Yala,Ayurvedic_Plants,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.891,155.7,76,4,235,2,9,270,Medium,1,"Lemon, Tomato, Baby Corn"
Kalmunai,wet_zone,Beginner,Low,Container,Clay,Maha,Vegetables,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.733,82.3,74,2.5,255,2,10,338,High,0.81,"Green Beans, Mint, Aloe Vera"
Colombo,coastal,Intermediate,Medium,Small_Plot,Alluvial,Maha,Herbs,Yes,Passion Fruit,98.3,Moringa,85.7,Lime,83.2,0.757,154.4,78,3.6,100,3,10,587,Medium,1.15,"Lemon, Avocado, Mango"
Badulla,hill_country,Beginner,Medium,Container,Red_Earth,Yala,Ayurvedic_Plants,No,Curry Leaves,83.2,Aloe Vera,80,Bell Pepper,79.8,0.678,113.5,60,1.6,55,1,8,167,Low,1.09,"Cherry Tomato, Capsicum, Chili"
Mannar,northern,Advanced,Low,Container,Red_Earth,Maha,Herbs,No,Chili,81.6,Eggplant,74.8,Okra,74.8,0.818,46.2,72,2.1,76,2,10,467,Medium,0.93,"Aloe Vera, Curry Leaves, Cherry Tomato"
Ampara,wet_zone,Beginner,Low,Container,Alluvial,Maha,Herbs,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.832,53.3,74,3.2,249,2,10,286,High,0.85,"Green Beans, Mint, Aloe Vera"
Anuradhapura,dry_zone,Beginner,Low,Backyard,Clay,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.812,73.8,72,2,65,2,8,360,Medium,1.01,"Turmeric, Eggplant, Curry Leaves"
Gampaha,coastal,Intermediate,Medium,Small_Plot,Alluvial,Maha,Cash_Crops,Yes,Passion Fruit,98.3,Moringa,85.7,Lime,83.2,0.711,67.7,78,5.8,74,3,9,439,Medium,1.09,"Lemon, Avocado, Mango"
Kandy,hill_country,Intermediate,Medium,Backyard,Red_Earth,Yala,Herbs,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.934,116.8,76,4.7,234,2,10,362,Medium,0.91,"Lemon, Tomato, Baby Corn"
Kilinochchi,northern,Beginner,Low,Container,Clay,Maha,Cash_Crops,Yes,Chili,90.7,Eggplant,83.2,Okra,68,0.646,84.2,72,2.9,86,2,10,492,Medium,1.17,"Tomato, Aloe Vera, Cherry Tomato"
Bandarawela,hill_country,Advanced,Medium,Container,Loamy,Maha,Vegetables,Yes,Strawberry,100,Ginger,93.2,Tomato,88.7,0.756,166.5,80,1.6,68,4,10,1023,High,0.95,"Cherry Tomato, Brahmi, Bell Pepper"
Kegalle,hill_country,Beginner,Medium,Small_Plot,Loamy,Yala,Herbs,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.91,181,76,4.9,300,2,10,332,Medium,1.15,"Moringa, Lime, Cabbage"
Badulla,hill_country,Beginner,Low,Container,Laterite,Maha,Vegetables,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.694,118.1,74,3.3,256,2,9,192,High,0.86,"Bell Pepper, Capsicum, Green Beans"
Kegalle,hill_country,Beginner,High,Small_Plot,Red_Earth,Maha,Leafy_Greens,Yes,Turmeric,100,Lemon,81.9,Baby Corn,73.1,0.95,89.3,76,4.6,287,2,10,433,Medium,1.06,"Moringa, Cabbage, Lime"
Hatton,hill_country,Beginner,Low,Container,Red_Earth,Yala,Cash_Crops,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.95,54.9,74,2.7,256,2,9,282,High,0.92,"Tomato, Capsicum, Curry Leaves"
Monaragala,dry_zone,Beginner,Medium,Backyard,Alluvial,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,88.2,Moringa,85.7,0.919,94.2,72,2.7,62,2,10,698,Medium,1.2,"Eggplant, Curry Leaves, Turmeric"
Kalutara,coastal,Advanced,Low,Container,Laterite,Maha,Ayurvedic_Plants,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.747,47.3,70,2.7,90,1,10,422,Low,1.06,"Cherry Tomato, Eggplant, Okra"
Kandy,hill_country,Advanced,Medium,Backyard,Laterite,Maha,Ayurvedic_Plants,No,Black Pepper,93.1,Avocado,93,Turmeric,86.2,0.908,191.1,88,5.2,343,4,10,1936,High,1.04,"Curry Leaves, Lemon, Aloe Vera"
Trincomalee,coastal,Intermediate,Medium,Backyard,Laterite,Maha,Vegetables,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.877,45.3,78,3.8,106,3,8,515,Medium,0.83,"Aloe Vera, Moringa, Eggplant"
Trincomalee,coastal,Beginner,Low,Rooftop,Sandy,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.909,111.4,72,2.2,74,2,8,454,Medium,1.11,"Curry Leaves, Basil, Mint"
Mullaitivu,northern,Intermediate,Low,Rooftop,Clay,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.95,135.9,72,2.6,72,2,8,369,Medium,0.8,"Curry Leaves, Basil, Mint"
Jaffna,northern,Beginner,Low,Container,Clay,Yala,Fruits,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.755,70.4,72,1.3,90,2,10,420,Medium,0.89,"Aloe Vera, Ginger, Bell Pepper"
Kandy,hill_country,Advanced,Medium,Rooftop,Red_Earth,Yala,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.599,80.5,62,2.9,76,2,10,391,Medium,1.1,"Aloe Vera, Basil, Mint"
Badulla,hill_country,Intermediate,Medium,Small_Plot,Laterite,Yala,Leafy_Greens,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.797,72.2,76,3.8,226,2,10,338,Medium,1.04,"Baby Corn, Broccoli, Passion Fruit"
Vavuniya,northern,Advanced,Medium,Rooftop,Clay,Yala,Herbs,No,Chili,89.8,Aloe Vera,80,Curry Leaves,62.4,0.929,193.7,72,2.1,85,2,7,486,Medium,0.94,"Capsicum, Basil, Coriander"
Ratnapura,wet_zone,Advanced,Low,Container,Red_Earth,Yala,Herbs,Yes,Ginger,93.2,Brahmi,81.9,Tomato,80.6,0.674,178.4,74,2.9,263,2,10,269,High,1.14,"Chili, Cucumber, Aloe Vera"
Kegalle,hill_country,Advanced,Low,Backyard,Red_Earth,Maha,Herbs,Yes,Black Pepper,100,Avocado,100,Turmeric,95.8,0.711,55.3,88,4.6,258,4,10,1937,High,1,"Ginger, Tomato, Broccoli"
Galle,coastal,Beginner,High,Small_Plot,Alluvial,Maha,Fruits,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.814,101.5,68,4,120,2,10,333,Low,0.98,"Turmeric, Papaya, Banana"
Trincomalee,coastal,Advanced,Low,Backyard,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.95,56.6,72,1.2,86,2,9,286,Medium,1.08,"Moringa, Lime, Lemon"
Vavuniya,northern,Beginner,Low,Backyard,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.95,79.2,72,2.1,60,2,10,458,Medium,0.81,"Okra, Aloe Vera, Moringa"
Hatton,hill_country,Advanced,Low,Rooftop,Loamy,Yala,Ayurvedic_Plants,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.588,48.5,62,1.5,83,2,10,276,Medium,0.93,"Aloe Vera, Basil, Mint"
Kalutara,coastal,Beginner,High,Small_Plot,Sandy,Maha,Fruits,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.914,211.7,68,7.9,117,2,8,436,Low,1.01,"Turmeric, Papaya, Banana"
Negombo,coastal,Intermediate,Medium,Small_Plot,Laterite,Yala,Ayurvedic_Plants,No,Moringa,94.2,Passion Fruit,88.5,Lime,74.8,0.95,201.4,68,6.4,115,2,10,368,Low,0.92,"Lemon, Ashwagandha, Turmeric"
Mannar,northern,Beginner,Low,Container,Red_Earth,Yala,Fruits,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.705,163.8,72,1.4,63,2,10,386,Medium,1.04,"Aloe Vera, Ginger, Bell Pepper"
Nuwara Eliya,hill_country,Intermediate,Medium,Rooftop,Red_Earth,Maha,Fruits,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.856,144.4,60,1,41,1,9,138,Low,0.89,"Basil, Chili, Coriander"
Horana,wet_zone,Beginner,Medium,Backyard,Clay,Maha,Leafy_Greens,No,Turmeric,86.2,Lime,74.8,Aloe Vera,72.8,0.675,54.4,76,4.5,284,2,8,244,Medium,0.86,"Moringa, Green Beans, Baby Corn"
Hatton,hill_country,Beginner,Low,Backyard,Loamy,Yala,Herbs,Yes,Turmeric,100,Ginger,93.2,Lemon,81.9,0.95,66.2,76,4.8,229,2,10,332,Medium,0.88,"Tomato, Baby Corn, Curry Leaves"
Matale,hill_country,Intermediate,Medium,Backyard,Red_Earth,Maha,Ayurvedic_Plants,Yes,Avocado,100,Turmeric,95.8,Ginger,93.2,0.95,179.1,82,11.8,245,3,10,641,Medium,1.13,"Tomato, Broccoli, Lemon"
Kandy,hill_country,Advanced,Medium,Small_Plot,Laterite,Maha,Vegetables,No,Saffron,100,Black Pepper,93.1,Avocado,93,0.729,113.3,95,2.7,171,5,10,62052,Medium,0.88,"Cardamom, Turmeric, Dragon Fruit"
Kegalle,hill_country,Beginner,Medium,Small_Plot,Laterite,Yala,Herbs,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.791,50.5,76,3.8,243,2,9,310,Medium,1.15,"Moringa, Lime, Cabbage"
Mullaitivu,northern,Intermediate,High,Small_Plot,Alluvial,Yala,Herbs,No,Ashwagandha,80,Turmeric,78.2,Pomegranate,77.1,0.752,111.4,70,3.9,135,3,7,902,Low,0.96,"Avocado, Passion Fruit, Moringa"
Badulla,hill_country,Intermediate,Low,Rooftop,Laterite,Maha,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.806,100.5,62,2.2,80,2,7,223,Medium,0.9,"Mint, Chili, Aloe Vera"
Kandy,hill_country,Intermediate,High,Backyard,Laterite,Yala,Leafy_Greens,Yes,Turmeric,100,Avocado,100,Ginger,100,0.95,56.5,76,3.7,256,2,10,394,Medium,0.92,"Chili, Lemon, Tomato"
Matale,hill_country,Advanced,Medium,Backyard,Loamy,Yala,Vegetables,No,Turmeric,94.8,Black Pepper,93.1,Avocado,93,0.95,170,76,3.7,280,2,10,422,Medium,1.05,"Curry Leaves, Aloe Vera, Lemon"
Puttalam,dry_zone,Beginner,Medium,Small_Plot,Clay,Yala,Ayurvedic_Plants,Yes,Moringa,85.7,Turmeric,79,Lime,62.4,0.648,180.2,68,7,107,2,8,570,Low,1.15,"Lemon, Baby Corn, Wood Apple"
Colombo,coastal,Advanced,Low,Container,Sandy,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.707,98.6,72,1.5,86,2,10,748,Medium,1.2,"Cherry Tomato, Tomato, Capsicum"
Horana,wet_zone,Advanced,Low,Container,Red_Earth,Yala,Fruits,Yes,Ginger,93.2,Brahmi,81.9,Tomato,80.6,0.95,145.7,74,2.4,201,2,10,387,High,1.02,"Chili, Cucumber, Aloe Vera"
Kalutara,coastal,Beginner,Low,Container,Sandy,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.896,168.7,72,1.5,79,2,8,469,Medium,0.88,"Cherry Tomato, Tomato, Capsicum"
Ella,hill_country,Intermediate,High,Greenhouse,Laterite,Yala,Fruits,Yes,Bell Pepper,88.7,Cherry Tomato,84.4,Brahmi,81.9,0.622,60.9,64,1.9,82,2,10,409,Medium,1.18,"Tomato, Capsicum, Basil"
Horana,wet_zone,Beginner,Medium,Backyard,Red_Earth,Yala,Herbs,Yes,Turmeric,100,Ginger,93.2,Lime,83.2,0.95,225.4,76,3.1,229,2,10,456,Medium,1.12,"Tomato, Baby Corn, Chili"
Vavuniya,northern,Beginner,Low,Backyard,Alluvial,Yala,Cash_Crops,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.744,134,72,2.7,71,2,8,309,Medium,1.04,"Okra, Aloe Vera, Moringa"
Badulla,hill_country,Beginner,Medium,Backyard,Loamy,Maha,Cash_Crops,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.891,45.6,76,2.8,196,2,9,258,Medium,0.88,"Lemon, Green Beans, Curry Leaves"
Monaragala,dry_zone,Beginner,Low,Rooftop,Alluvial,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,88.2,Curry Leaves,75.6,0.759,68.6,72,2.1,78,2,10,327,Medium,0.96,"Capsicum, Basil, Mint"
Hatton,hill_country,Intermediate,Low,Rooftop,Laterite,Maha,Herbs,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.836,127.5,62,2,67,2,8,284,Medium,0.84,"Mint, Chili, Aloe Vera"
Polonnaruwa,dry_zone,Beginner,Low,Container,Red_Earth,Yala,Fruits,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.943,92,70,1.1,114,1,10,512,Low,0.9,"Okra, Lemongrass, Eggplant"
Matara,coastal,Beginner,Low,Rooftop,Alluvial,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.718,88.4,72,1.6,81,2,8,547,Medium,1.09,"Curry Leaves, Basil, Mint"
Kalmunai,wet_zone,Beginner,Medium,Container,Clay,Maha,Herbs,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.947,93.3,74,2.1,231,2,9,295,High,1.15,"Green Beans, Chili, Aloe Vera"
Mannar,northern,Beginner,Medium,Backyard,Clay,Yala,Vegetables,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.95,63.5,72,1.4,60,2,7,518,Medium,1.16,"Turmeric, Moringa, Eggplant"
Monaragala,dry_zone,Beginner,Medium,Backyard,Clay,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Moringa,85.7,0.95,129.2,72,2.5,63,2,8,390,Medium,0.93,"Eggplant, Curry Leaves, Turmeric"
Anuradhapura,dry_zone,Intermediate,Medium,Rooftop,Clay,Maha,Cash_Crops,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.95,57.3,70,2.9,72,1,9,497,Low,1.05,"Capsicum, Basil, Coriander"
Nuwara Eliya,hill_country,Beginner,Low,Backyard,Red_Earth,Yala,Fruits,Yes,Turmeric,100,Ginger,93.2,Lemon,81.9,0.95,50.8,76,2.7,180,2,10,289,Medium,0.99,"Tomato, Baby Corn, Curry Leaves"
Mannar,northern,Beginner,Low,Container,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.85,58.7,72,2.2,60,2,10,223,Medium,0.84,"Aloe Vera, Ginger, Bell Pepper"
Nuwara Eliya,hill_country,Advanced,Medium,Small_Plot,Red_Earth,Maha,Ayurvedic_Plants,Yes,Saffron,100,Black Pepper,100,Cardamom,100,0.95,65.1,95,1.8,174,5,10,56246,Medium,0.89,"Avocado, Turmeric, Dragon Fruit"
Matale,hill_country,Intermediate,Low,Rooftop,Laterite,Yala,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.738,55.6,62,2.9,75,2,10,274,Medium,1.05,"Aloe Vera, Basil, Mint"
Gampaha,coastal,Intermediate,Low,Backyard,Laterite,Maha,Herbs,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.95,90.6,78,6.1,120,3,10,397,Medium,0.81,"Aloe Vera, Moringa, Eggplant"
Batticaloa,coastal,Advanced,Low,Backyard,Laterite,Maha,Cash_Crops,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.775,109.9,78,7.3,119,3,10,555,Medium,0.98,"Aloe Vera, Moringa, Eggplant"
Bandarawela,hill_country,Beginner,Low,Rooftop,Laterite,Yala,Cash_Crops,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.743,68,62,2.7,60,2,6,230,Medium,0.86,"Aloe Vera, Basil, Mint"
Horana,wet_zone,Beginner,Medium,Rooftop,Alluvial,Maha,Herbs,Yes,Chili,68,Aloe Vera,66.2,Mint,63,0.547,63.9,72,1,70,2,9,531,Medium,0.9,"Capsicum, Spinach, Curry Leaves"
Puttalam,dry_zone,Beginner,Low,Backyard,Clay,Yala,Leafy_Greens,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.857,188.8,72,2.9,64,2,9,328,Medium,1.18,"Turmeric, Eggplant, Curry Leaves"
Jaffna,northern,Beginner,Medium,Container,Red_Earth,Yala,Leafy_Greens,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.784,184.7,72,1,89,2,10,529,Medium,1.09,"Aloe Vera, Ginger, Bell Pepper"
Polonnaruwa,dry_zone,Beginner,Low,Backyard,Red_Earth,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.741,191.3,72,2.3,74,2,10,571,Medium,1.12,"Turmeric, Eggplant, Curry Leaves"
Trincomalee,coastal,Intermediate,Medium,Backyard,Laterite,Yala,Herbs,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.932,205.6,72,2.5,68,2,10,497,Medium,0.81,"Moringa, Lime, Lemon"
Ratnapura,wet_zone,Beginner,Medium,Backyard,Clay,Maha,Fruits,No,Turmeric,86.2,Lime,74.8,Aloe Vera,72.8,0.935,81.7,76,2.3,236,2,9,486,Medium,1.16,"Moringa, Green Beans, Baby Corn"
Nuwara Eliya,hill_country,Beginner,Medium,Backyard,Red_Earth,Maha,Leafy_Greens,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.817,83.6,76,4.5,228,2,8,332,Medium,1.06,"Lemon, Green Beans, Curry Leaves"
Kilinochchi,northern,Beginner,Medium,Backyard,Alluvial,Yala,Cash_Crops,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.927,93.6,72,1.5,77,2,8,341,Medium,0.85,"Okra, Aloe Vera, Ginger"
Batticaloa,coastal,Intermediate,High,Small_Plot,Sandy,Maha,Ayurvedic_Plants,Yes,Passion Fruit,100,Moringa,85.7,Avocado,85.2,0.765,134.8,78,6.9,76,3,10,560,Medium,0.82,"Lime, Lemon, Turmeric"
Batticaloa,coastal,Beginner,Medium,Backyard,Alluvial,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.78,53,72,2.8,61,2,10,340,Medium,1.09,"Lime, Lemon, Tomato"
Colombo,coastal,Beginner,High,Greenhouse,Sandy,Yala,Herbs,Yes,Bell Pepper,88.7,Cherry Tomato,84.4,Tomato,80.6,0.634,80.6,64,2.8,70,2,10,323,Medium,1.14,"Capsicum, Cucumber, Basil"
Gampaha,coastal,Intermediate,Medium,Small_Plot,Sandy,Yala,Vegetables,Yes,Passion Fruit,98.3,Moringa,85.7,Lime,83.2,0.9,170.3,78,7.3,98,3,9,604,Medium,1.12,"Lemon, Turmeric, Avocado"
Kalutara,coastal,Intermediate,Medium,Backyard,Alluvial,Maha,Herbs,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.95,214,78,5.9,88,3,10,696,Medium,1.18,"Aloe Vera, Moringa, Eggplant"
Mullaitivu,northern,Beginner,High,Greenhouse,Red_Earth,Yala,Ayurvedic_Plants,Yes,Bell Pepper,66.5,Cherry Tomato,63.3,Tomato,60.5,0.497,197.5,64,2,100,2,6,275,Medium,0.94,"Capsicum, Cucumber, Basil"
Hatton,hill_country,Beginner,Medium,Rooftop,Loamy,Yala,Herbs,No,Curry Leaves,83.2,Aloe Vera,80,Capsicum,70.3,0.897,73.8,60,1.5,50,1,10,115,Low,1.14,"Chili, Basil, Coriander"
Hatton,hill_country,Intermediate,Medium,Rooftop,Red_Earth,Maha,Cash_Crops,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.789,176.6,62,2.8,83,2,10,271,Medium,0.83,"Chili, Aloe Vera, Mint"
Kalutara,coastal,Beginner,High,Backyard,Sandy,Yala,Herbs,Yes,Chili,100,Aloe Vera,100,Turmeric,86.9,0.95,52.2,72,2.9,82,2,10,326,Medium,1.13,"Moringa, Lime, Lemon"
Kandy,hill_country,Advanced,Low,Rooftop,Loamy,Yala,Ayurvedic_Plants,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.804,70.4,62,2.9,89,2,10,202,Medium,1.03,"Aloe Vera, Basil, Mint"
Ampara,wet_zone,Intermediate,Low,Backyard,Red_Earth,Maha,Herbs,No,Avocado,93,Passion Fruit,88.5,Turmeric,86.2,0.746,73,82,11.6,169,3,9,375,Medium,0.87,"Lime, Aloe Vera, Ashwagandha"
Puttalam,dry_zone,Beginner,Medium,Rooftop,Clay,Yala,Fruits,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.735,78,70,1.3,76,1,10,634,Low,1.06,"Capsicum, Basil, Coriander"
Nuwara Eliya,hill_country,Beginner,Medium,Backyard,Red_Earth,Maha,Ayurvedic_Plants,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.83,46.7,76,3.1,287,2,8,337,Medium,1.02,"Lemon, Green Beans, Curry Leaves"
Ella,hill_country,Intermediate,Low,Backyard,Red_Earth,Yala,Vegetables,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.912,70.2,76,3.1,265,2,10,421,Medium,1.08,"Lemon, Tomato, Baby Corn"
Monaragala,dry_zone,Beginner,Medium,Small_Plot,Alluvial,Yala,Ayurvedic_Plants,No,Moringa,94.2,Turmeric,71.1,Wood Apple,62.4,0.723,68.9,68,7.1,118,2,10,442,Low,1.18,"Neem, Lime, Tamarind"
Bandarawela,hill_country,Intermediate,Low,Container,Loamy,Maha,Fruits,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.888,55.4,74,3.1,251,2,10,466,High,1.16,"Brahmi, Bell Pepper, Capsicum"
Kalmunai,wet_zone,Advanced,Medium,Rooftop,Red_Earth,Maha,Herbs,No,Aloe Vera,72.8,Curry Leaves,62.4,Chili,61.2,0.759,76.7,70,1.7,102,1,7,490,Low,1.2,"Capsicum, Basil, Mint"
Kegalle,hill_country,Beginner,Medium,Small_Plot,Laterite,Maha,Fruits,Yes,Turmeric,95.8,Lemon,81.9,Baby Corn,73.1,0.92,197.7,76,2.2,290,2,10,311,Medium,1.07,"Moringa, Cabbage, Lime"
Nuwara Eliya,hill_country,Advanced,High,Small_Plot,Laterite,Maha,Herbs,Yes,Saffron,100,Black Pepper,100,Cardamom,100,0.826,86.7,95,1.8,161,5,10,48541,Medium,0.81,"Avocado, Turmeric, Dragon Fruit"
Colombo,coastal,Intermediate,Medium,Backyard,Sandy,Yala,Fruits,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.95,170.8,72,2.9,88,2,10,461,Medium,0.86,"Moringa, Lime, Lemon"
Anuradhapura,dry_zone,Beginner,Low,Container,Clay,Maha,Cash_Crops,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.95,71.5,70,1.1,110,1,9,717,Low,1.13,"Eggplant, Okra, Lemongrass"
Colombo,coastal,Intermediate,Medium,Container,Sandy,Yala,Vegetables,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.95,61.6,70,1.6,64,1,10,291,Low,0.85,"Okra, Bell Pepper, Cherry Tomato"
Kurunegala,dry_zone,Intermediate,Low,Rooftop,Red_Earth,Yala,Herbs,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.801,68.3,70,2.9,99,1,9,427,Low,0.84,"Capsicum, Basil, Coriander"
Kegalle,hill_country,Intermediate,Medium,Backyard,Loamy,Yala,Cash_Crops,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.95,215.6,76,2.2,298,2,10,291,Medium,0.91,"Lemon, Tomato, Baby Corn"
Ampara,wet_zone,Advanced,Medium,Container,Alluvial,Yala,Cash_Crops,Yes,Ginger,93.2,Strawberry,90.7,Brahmi,81.9,0.898,48.8,74,2.3,217,2,9,218,High,0.97,"Tomato, Chili, Cucumber"
Monaragala,dry_zone,Beginner,Low,Container,Red_Earth,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Eggplant,75.6,0.872,233,72,1.9,67,2,8,311,Medium,1.13,"Curry Leaves, Okra, Bell Pepper"
Bandarawela,hill_country,Beginner,High,Backyard,Loamy,Maha,Ayurvedic_Plants,No,Turmeric,94.8,Curry Leaves,83.2,Aloe Vera,80,0.878,156.8,76,3.9,255,2,10,366,Medium,0.88,"Lemon, Ginger, Moringa"
Polonnaruwa,dry_zone,Beginner,Low,Backyard,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.717,75,72,1.1,66,2,8,608,Medium,1.12,"Turmeric, Eggplant, Curry Leaves"
Batticaloa,coastal,Advanced,Low,Container,Alluvial,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.813,172.9,72,1.2,64,2,10,241,Medium,1.18,"Cherry Tomato, Tomato, Capsicum"
Anuradhapura,dry_zone,Beginner,Low,Backyard,Clay,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Moringa,85.7,0.639,134.5,72,2.1,66,2,8,382,Medium,1.13,"Eggplant, Curry Leaves, Okra"
